link,prod_name,price,rating,total_reviews,productDescription,asin,manufacturer
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-21,ADISA Laptop Backpack 31 Ltrs,₹349,4.0 out of 5 stars,"9,235"," Fit Type: regular   Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo   NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)   Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)   Compartments: 2 with full padding; Front Easy-Access Pocket   Dimensions : L x W x H- 12 x 7 x 18 inches  ",B07G3CG9FC,ADISA Store
https://www.amazon.in/ROZEN-Fabric-Travel-Luggage-Duffle/dp/B085QMBX8H/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-22,"ROZEN Heavy Dutty Polyester Fabric Travel Duffle Bag (Sky Blue, 50 L, 22Inch)",₹628,3.9 out of 5 stars,"2,522"," Outer Material: Nylon Color: Blue Capacity: 61 Litres; Dimension: Height 8.20 cm Width 26.80 cm Length 55.70 cm Weight 0.79 kg Country of Origin: india   bags for travelling,22 inch /56 cm travel duffle bag   Ideal as laundry bags - Folds flat for easy storage - Great in place of a suitcase - Excellent size for storing winter or summer clothes - Can be used while going to vacation; Note:The actual color of the product may slightly vary due to monitor resolution settings Handle Type: Web Handle; Closure Type: Zipper Long Adjustable Shoulder Strap - 270 Degree Zip Around   MATERIAL: Water-resistant, sturdy polyester fabric,breathable material, and zippers are all features of our product. Clean stitching and a robust zinc alloy zipper clasp make this bag good for wearing, and the side handles make it easy to carry. MULTIPURPOSE: With their these waterproof bags are an great travel companion for most outdoor activities such as sports, weekends, overnight, shopping, motorcycle riding, and other adventures. You may store all of your belongings in one location.   Rozen bags are suitable to travel bag,and weekend bag. Don't be afraid to take these bags and set out on your amazing adventure. You'll find this bag to be exactly what you're looking for! It is functional and acceptable for everyday use. STRONG ZIPPER & EASY TO CARRY HANDLES:To distinguish the bags, they have a zip closing.It has a snap-closure handle,making it portable and easy to transport. The main area's zipper has a unique design that makes it easy to open and close the bag.  ",B085QMBX8H, ROZEN
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-23,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹689,3.9 out of 5 stars,"3,853"," Fit Type: regular   This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.   Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.   Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.   Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.   FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  ",B0BHX7GY16,Half Moon Store
https://www.amazon.in/Impulse-Diggy-Backpack-Resistant-Green/dp/B0CJHVCZZV/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-24,Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,₹399,4.0 out of 5 stars,22," Care Instructions: Wipe with Dry Cloth   SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers   ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability   1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty   WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.   MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks  ",B0CJHVCZZV, Impulse
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-25,ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,₹399,3.9 out of 5 stars,"1,399", Care Instructions: Wipe with Damp Cloth   Material: Water Resistant Light-Weight Polyester<br>   Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>   Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>   Closure Type: Zipper<br>  ,B09TPX22NF,ADISA Store
https://www.amazon.in/Right-Choice-Stylish-College-Backpack/dp/B07ZVXDHCK/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-26,RIGHT CHOICE quality stylish casual backpack daily use unisex typography college bags (Boys and Girls),₹299,3.5 out of 5 stars,"1,013", Care Instructions: Hand Wash Only   Closure Type: Zipper; Special Features: Back Padding; Subject Character: Wall-E; Age Range Description: Kid<br>; Age Range Description: Kid; Subject Character: Wall-E; Closure Type: Zipper<br><br> <br>   Strap Type: Double Handle; Water Resistance Level: Water Resistant<br><br> <br>   Material Type: Polyester; Lining Description: Polyester; Age Range Description: Baby <br>  ,B07ZVXDHCK, RIGHT CHOICE
https://www.amazon.in/ROZEN-partition-Collage-Backpack-SKYBLUE/dp/B0BRTFGG22/ref=sr_1_27?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-27,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",₹697,4.1 out of 5 stars,344," Care Instructions: Hand Wash Only   Fit Type: regular   COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.   Dimension:33 cms x25 cmsx 46 cms (LxWxh),47 liters; Number of Compartments:4 Laptop Compatibility: Up to 16 Inches Material:Polyester:Water Resistance Level:Waterproof   PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. Age Range Description: Adult; Pattern Name: Self Design; Pocket Description: Utility Pocket; Water Resistance Level: Waterproof   47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex   SCHOOL BAG FOR BOYS GIRLS CLASS 5-12  ",B0BRTFGG22, ROZEN
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_28?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-28,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",₹229,4.1 out of 5 stars,"10,281"," Made of multi-coated 600D polyester Material ; Water Repellent   Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters   Small Size backpack; Laptop Compatibility: No   This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more   With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books   6 months limited warranty  ",B088XG77KN, MI
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-29,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹496,4.0 out of 5 stars,"1,117","COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499gHIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important itemsCONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day useCONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3SPN16, NORTH ZONE
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-30,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹540,4.0 out of 5 stars,"1,117","COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499gHIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important itemsCONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day useCONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3S5NC1, NORTH ZONE
https://www.amazon.in/POLE-STAR-Polyester-Backpack-Compartment/dp/B07D6NXR2Q/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-31,"POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",₹549,4.0 out of 5 stars,"6,169","PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 30 Ltrs backpack with Dimension of 35 Cm x 24 Cm x 48 Cm, 2 full size compartments & 2 side pockets, Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Amaze backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.BENEFITS: 2 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, 2 side water bottle pockets help keep your goods dry and body hydrated.VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one AMAZE BACKPACK by Polestar.",B07D6NXR2Q,POLESTAR Store
https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTCFQ5G/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1697643859&sprefix=ba%2Caps%2C283&sr=8-32,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",₹697,4.1 out of 5 stars,344," Care Instructions: Hand Wash Only   Fit Type: regular   COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.   Dimension:33 cms x25 cmsx 46 cms (LxWxh),47 liters; Number of Compartments:4 Laptop Compatibility: Up to 16 Inches Material:Polyester:Water Resistance Level:Waterproof   PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. Age Range Description: Adult; Pattern Name: Self Design; Pocket Description: Utility Pocket; Water Resistance Level: Waterproof   47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex   SCHOOL BAG FOR BOYS GIRLS CLASS 5-12  ",B0BRTCFQ5G, ROZEN
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1697643864&sprefix=ba%2Caps%2C283&sr=8-33,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹229,4.1 out of 5 stars,"10,281"," Made of multi-coated 600D polyester Material ; Water Repellent   Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters   Small Size backpack; Laptop Compatibility: No   This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more   With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books   6 months limited warranty  ",B088XB5XY8, MI
https://www.amazon.in/Impulse-Diggy-Backpack-Resistant-Green/dp/B0CJHVCZZV/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1697643864&sprefix=ba%2Caps%2C283&sr=8-34,Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,₹399,4.0 out of 5 stars,22," Care Instructions: Wipe with Dry Cloth   SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers   ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability   1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty   WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.   MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks  ",B0CJHVCZZV, Impulse
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1697643864&sprefix=ba%2Caps%2C283&sr=8-35,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹540,4.0 out of 5 stars,"1,117","COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499gHIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important itemsCONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day useCONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3S5NC1, NORTH ZONE
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1697643864&sprefix=ba%2Caps%2C283&sr=8-36,American Tourister Valex 28 Ltrs Large Laptop Backpack with Bottle Pocket and Front Organizer- Blue,"₹1,299",4.2 out of 5 stars,926,"Well Organized compartment ,Security Back Pocket",B0BTD4FK9G, American Tourister
